code,name,department_code,description
54223,Cucutilla,54,Cucutilla
54239,Durania,54,Durania
54245,El Carmen,54,El Carmen
54250,El Tarra,54,El Tarra
54261,El Zulia,54,El Zulia
54313,Gramalote,54,Gramalote
54344,Hacarí,54,Hacarí
54347,Herrán,54,Herrán
54377,Labateca,54,Labateca
54385,La Esperanza,54,La Esperanza
54398,La Playa,54,La Playa
54405,Los Patios,54,Los Patios
54418,Lourdes,54,Lourdes
54480,Mutiscua,54,Mutiscua
54498,Ocaña,54,Ocaña
54518,Pamplona,54,Pamplona
54520,Pamplonita,54,Pamplonita
54553,Puerto Santander,54,Puerto Santander
54599,Ragonvalia,54,Ragonvalia
54660,Salazar,54,Salazar
54670,San Calixto,54,San Calixto
54673,San Cayetano,54,San Cayetano
54680,Santiago,54,Santiago
54720,Sardinata,54,Sardinata
54743,Silos,54,Silos
54800,Teorama,54,Teorama
54810,Tibú,54,Tibú
54820,Toledo,54,Toledo
54871,Villa Caro,54,Villa Caro
54874,Villa Del Rosario,54,Villa Del Rosario
63001,Armenia,63,Armenia
63111,Buenavista,63,Buenavista
63130,Calarcá,63,Calarcá
63190,Circasia,63,Circasia
63212,Córdoba,63,Córdoba
63272,Filandia,63,Filandia
63302,Génova,63,Génova
63401,La Tebaida,63,La Tebaida
63470,Montenegro,63,Montenegro
63548,Pijao,63,Pijao
63594,Quimbaya,63,Quimbaya
63690,Salento,63,Salento
66001,Pereira,66,Pereira
66045,Apía,66,Apía
66075,Balboa,66,Balboa
66088,Belén De Umbría,66,Belén De Umbría
66170,Dosquebradas,66,Dosquebradas
66318,Guática,66,Guática
66383,La Celia,66,La Celia
66400,La Virginia,66,La Virginia
66440,Marsella,66,Marsella
66456,Mistrató,66,Mistrató
66572,Pueblo Rico,66,Pueblo Rico
66594,Quinchía,66,Quinchía
66682,Santa Rosa De Cabal,66,Santa Rosa De Cabal
66687,Santuario,66,Santuario
68001,Bucaramanga,68,Bucaramanga
68013,Aguada,68,Aguada
68020,Albania,68,Albania
68051,Aratoca,68,Aratoca
68077,Barbosa,68,Barbosa
68079,Barichara,68,Barichara
68081,Barrancabermeja,68,Barrancabermeja
68092,Betulia,68,Betulia
68101,Bolívar,68,Bolívar
68121,Cabrera,68,Cabrera
68132,California,68,California
68147,Capitanejo,68,Capitanejo
68152,Carcasí,68,Carcasí
68160,Cepitá,68,Cepitá
68162,Cerrito,68,Cerrito
68167,Charalá,68,Charalá
68169,Charta,68,Charta
68176,Chima,68,Chima
68179,Chipatá,68,Chipatá
68190,Cimitarra,68,Cimitarra
68207,Concepción,68,Concepción
68209,Confines,68,Confines
68211,Contratación,68,Contratación
68217,Coromoro,68,Coromoro
68229,Curití,68,Curití
68235,El Carmen De Chucurí,68,El Carmen De Chucurí
68245,El Guacamayo,68,El Guacamayo
68250,El Peñón,68,El Peñón
68255,El Playón,68,El Playón
68264,Encino,68,Encino
68266,Enciso,68,Enciso
68271,Florián,68,Florián
68276,Floridablanca,68,Floridablanca
68296,Galán,68,Galán
68298,Gámbita,68,Gámbita
68307,Girón,68,Girón
68318,Guaca,68,Guaca
68320,Guadalupe,68,Guadalupe
68322,Guapotá,68,Guapotá
68324,Guavatá,68,Guavatá
68327,Güepsa,68,Güepsa
68344,Hato,68,Hato
68368,Jesús María,68,Jesús María
68370,Jordán,68,Jordán
68377,La Belleza,68,La Belleza
68385,Landázuri,68,Landázuri
68397,La Paz,68,La Paz
68406,Lebrija,68,Lebrija
68418,Los Santos,68,Los Santos
68425,Macaravita,68,Macaravita
68432,Málaga,68,Málaga
68444,Matanza,68,Matanza
68464,Mogotes,68,Mogotes
68468,Molagavita,68,Molagavita
68498,Ocamonte,68,Ocamonte
68500,Oiba,68,Oiba
68502,Onzaga,68,Onzaga
68522,Palmar,68,Palmar
68524,Palmas Del Socorro,68,Palmas Del Socorro
68533,Páramo,68,Páramo
68547,Piedecuesta,68,Piedecuesta
68549,Pinchote,68,Pinchote
68572,Puente Nacional,68,Puente Nacional
68573,Puerto Parra,68,Puerto Parra
68575,Puerto Wilches,68,Puerto Wilches
68615,Rionegro,68,Rionegro
68655,Sabana De Torres,68,Sabana De Torres
68669,San Andrés,68,San Andrés
68673,San Benito,68,San Benito
68679,San Gil,68,San Gil
68682,San Joaquín,68,San Joaquín
68684,San José De Miranda,68,San José De Miranda
68686,San Miguel,68,San Miguel
68689,San Vicente De Chucurí,68,San Vicente De Chucurí
68705,Santa Bárbara,68,Santa Bárbara
68720,Santa Helena Del Opón,68,Santa Helena Del Opón
68745,Simacota,68,Simacota
68755,Socorro,68,Socorro
68770,Suaita,68,Suaita
68773,Sucre,68,Sucre
68780,Suratá,68,Suratá
68820,Tona,68,Tona
68855,Valle De San José,68,Valle De San José
68861,Vélez,68,Vélez
68867,Vetas,68,Vetas
68872,Villanueva,68,Villanueva
68895,Zapatoca,68,Zapatoca
70001,Sincelejo,70,Sincelejo
70110,Buenavista,70,Buenavista
70124,Caimito,70,Caimito
70204,Colosó,70,Colosó
70215,Corozal,70,Corozal
70221,Coveñas,70,Coveñas
70230,Chalán,70,Chalán
70233,El Roble,70,El Roble
70235,Galeras,70,Galeras
70265,Guaranda,70,Guaranda
70400,La Unión,70,La Unión
70418,Los Palmitos,70,Los Palmitos
70429,Majagual,70,Majagual
70473,Morroa,70,Morroa
70508,Ovejas,70,Ovejas
70523,Palmito,70,Palmito
70670,Sampués,70,Sampués
70678,San Benito Abad,70,San Benito Abad
70702,San Juan De Betulia,70,San Juan De Betulia
70708,San Marcos,70,San Marcos
70713,San Onofre,70,San Onofre
70717,San Pedro,70,San Pedro
70742,San Luis De Sincé,70,San Luis De Sincé
70771,Sucre,70,Sucre
70820,Santiago De Tolú,70,Santiago De Tolú
70823,Tolú Viejo,70,Tolú Viejo
73001,Ibagué,73,Ibagué
73024,Alpujarra,73,Alpujarra
73026,Alvarado,73,Alvarado
73030,Ambalema,73,Ambalema
73043,Anzoátegui,73,Anzoátegui
73055,Armero,73,Armero
73067,Ataco,73,Ataco
73124,Cajamarca,73,Cajamarca
73148,Carmen De Apicalá,73,Carmen De Apicalá
73152,Casabianca,73,Casabianca
73168,Chaparral,73,Chaparral
73200,Coello,73,Coello
73217,Coyaima,73,Coyaima
73226,Cunday,73,Cunday
73236,Dolores,73,Dolores
73268,Espinal,73,Espinal
73270,Falan,73,Falan
73275,Flandes,73,Flandes
73283,Fresno,73,Fresno
73319,Guamo,73,Guamo
73347,Herveo,73,Herveo
73349,Honda,73,Honda
73352,Icononzo,73,Icononzo
73408,Lérida,73,Lérida
73411,Líbano,73,Líbano
73443,San Sebastián De Mariquita,73,San Sebastián De Mariquita
73449,Melgar,73,Melgar
73461,Murillo,73,Murillo
73483,Natagaima,73,Natagaima
73504,Ortega,73,Ortega
73520,Palocabildo,73,Palocabildo
73547,Piedras,73,Piedras
73555,Planadas,73,Planadas
73563,Prado,73,Prado
73585,Purificación,73,Purificación
73616,Rioblanco,73,Rioblanco
73622,Roncesvalles,73,Roncesvalles
73624,Rovira,73,Rovira
73671,Saldaña,73,Saldaña
73675,San Antonio,73,San Antonio
73678,San Luis,73,San Luis
73686,Santa Isabel,73,Santa Isabel
73770,Suárez,73,Suárez
73854,Valle De San Juan,73,Valle De San Juan
73861,Venadillo,73,Venadillo
73870,Villahermosa,73,Villahermosa
73873,Villarrica,73,Villarrica
76001,Cali,76,Santiago de Cali
76020,Alcalá,76,Alcalá
76036,Andalucía,76,Andalucía
76041,Ansermanuevo,76,Ansermanuevo
76054,Argelia,76,Argelia
76100,Bolívar,76,Bolívar
76109,Buenaventura,76,Buenaventura
76111,Guadalajara De Buga,76,Guadalajara De Buga
76113,Bugalagrande,76,Bugalagrande
76122,Caicedonia,76,Caicedonia
76126,Calima,76,Calima
76130,Candelaria,76,Candelaria
76147,Cartago,76,Cartago
76233,Dagua,76,Dagua
76243,El Águila,76,El Águila
76246,El Cairo,76,El Cairo
76248,El Cerrito,76,El Cerrito
76250,El Dovio,76,El Dovio
76275,Florida,76,Florida
76306,Ginebra,76,Ginebra
76318,Guacarí,76,Guacarí
76364,Jamundí,76,Jamundí
76377,La Cumbre,76,La Cumbre
76400,La Unión,76,La Unión
76403,La Victoria,76,La Victoria
76497,Obando,76,Obando
76520,Palmira,76,Palmira
76563,Pradera,76,Pradera
76606,Restrepo,76,Restrepo
76616,Riofrío,76,Riofrío
76622,Roldanillo,76,Roldanillo
76670,San Pedro,76,San Pedro
76736,Sevilla,76,Sevilla
76823,Toro,76,Toro
76828,Trujillo,76,Trujillo
76834,Tuluá,76,Tuluá
76845,Ulloa,76,Ulloa
76863,Versalles,76,Versalles
76869,Vijes,76,Vijes
76890,Yotoco,76,Yotoco
76892,Yumbo,76,Yumbo
76895,Zarzal,76,Zarzal
81001,Arauca,81,Arauca
81065,Arauquita,81,Arauquita
81220,Cravo Norte,81,Cravo Norte
81300,Fortul,81,Fortul
81591,Puerto Rondón,81,Puerto Rondón
81736,Saravena,81,Saravena
81794,Tame,81,Tame
85001,Yopal,85,Yopal
85010,Aguazul,85,Aguazul
85015,Chámeza,85,Chámeza
85125,Hato Corozal,85,Hato Corozal
85136,La Salina,85,La Salina
85139,Maní,85,Maní
85162,Monterrey,85,Monterrey
85225,Nunchía,85,Nunchía
85230,Orocué,85,Orocué
85250,Paz De Ariporo,85,Paz De Ariporo
85263,Pore,85,Pore
85279,Recetor,85,Recetor
85300,Sabanalarga,85,Sabanalarga
85315,Sácama,85,Sácama
85325,San Luis De Palenque,85,San Luis De Palenque
85400,Támara,85,Támara
85410,Tauramena,85,Tauramena
85430,Trinidad,85,Trinidad
85440,Villanueva,85,Villanueva
86001,Mocoa,86,Mocoa
86219,Colón,86,Colón
86320,Orito,86,Orito
86568,Puerto Asís,86,Puerto Asís
86569,Puerto Caicedo,86,Puerto Caicedo
86571,Puerto Guzmán,86,Puerto Guzmán
86573,Puerto Leguízamo,86,Puerto Leguízamo
86749,Sibundoy,86,Sibundoy
86755,San Francisco,86,San Francisco
86757,San Miguel,86,San Miguel
86760,Santiago,86,Santiago
86865,Valle Del Guamuez,86,Valle Del Guamuez
86885,Villagarzón,86,Villagarzón
88001,San Andrés,88,San Andrés
88564,Providencia,88,Providencia
91001,Leticia,91,Leticia
91263,El Encanto,91,El Encanto
91405,La Chorrera,91,La Chorrera
91407,La Pedrera,91,La Pedrera
91430,La Victoria,91,La Victoria
91460,Mirití - Paraná,91,Mirití - Paraná
91530,Puerto Alegría,91,Puerto Alegría
91536,Puerto Arica,91,Puerto Arica
91540,Puerto Nariño,91,Puerto Nariño
91669,Puerto Santander,91,Puerto Santander
91798,Tarapacá,91,Tarapacá
94001,Inírida,94,Inírida
94343,Barranco Minas,94,Barranco Minas
94663,Mapiripana,94,Mapiripana
94883,San Felipe,94,San Felipe
94884,Puerto Colombia,94,Puerto Colombia
94885,La Guadalupe,94,La Guadalupe
94886,Cacahual,94,Cacahual
94887,Pana Pana,94,Pana Pana
94888,Morichal,94,Morichal
95001,San José Del Guaviare,95,San José Del Guaviare
95015,Calamar,95,Calamar
95025,El Retorno,95,El Retorno
95200,Miraflores,95,Miraflores
97001,Mitú,97,Mitú
97161,Carurú,97,Carurú
97511,Pacoa,97,Pacoa
97666,Taraira,97,Taraira
97777,Papunahua,97,Papunahua
97889,Yavaraté,97,Yavaraté
99001,Puerto Carreño,99,Puerto Carreño
99524,La Primavera,99,La Primavera
99624,Santa Rosalía,99,Santa Rosalía
99773,Cumaribo,99,Cumaribo
